0     DEBUG [main] org.fireinsight.util.Props - Props: envPropFileName : null
0     DEBUG [main] org.fireinsight.util.Props - Props: Using default env file: /props/env/dev/scriptinsight.properties
16    DEBUG [main] org.fireinsight.util.Props - Props: Request for property [IgnoreList=http://gaotop:8080/petstore/faces/static/META-INF/dojo/bpcatalog/dojo.js]
16    DEBUG [main] org.fireinsight.util.Props - Props: Request for property [ProxyServerPort=2554]
16    DEBUG [main] org.fireinsight.util.Props - Props: Request for property [TaskPoolSize=20]
1643125 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1643125 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:36:44 GMT
1643125 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Server: Apache
1643125 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Last-Modified: Tue, 05 Jan 2010 17:36:16 GMT
1643125 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Accept-Ranges: bytes
1643125 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: max-age=60
1643125 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Expires: Thu, 11 Feb 2010 08:37:34 GMT
1643125 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/x-javascript
1643125 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Keep-Alive: timeout=2, max=10
1643125 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Connection: Keep-Alive
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - >> Request [http://i.cdn.turner.com/cnn/.element/img/3.0/global/icons/btn_close.gif]
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Host: i.cdn.turner.com
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept: image/png,image/*;q=0.8,*/*;q=0.5
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Referer: http://www.cnn.com/2010/WORLD/americas/01/15/Olympic.preview/index.html?hpt=Sbin
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:36:43 GMT
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Expires: Thu, 11 Feb 2010 09:34:51 GMT
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Last-Modified: Fri, 23 Oct 2009 20:10:19 GMT
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: max-age=3600
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Content-Type: image/gif
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Accept-Ranges: bytes
1643281 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Server: Apache
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - >> Request [http://i.cdn.turner.com/cnn/.element/img/3.0/1px.gif]
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Host: i.cdn.turner.com
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Accept: image/png,image/*;q=0.8,*/*;q=0.5
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Referer: http://www.cnn.com/2010/WORLD/americas/01/15/Olympic.preview/index.html?hpt=Sbin
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:36:43 GMT
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Expires: Thu, 11 Feb 2010 09:10:26 GMT
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Last-Modified: Fri, 23 Oct 2009 20:09:44 GMT
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: max-age=3600
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Content-Type: image/gif
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Accept-Ranges: bytes
1643281 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Server: Apache
1643375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - >> Request [http://i.cdn.turner.com/cnn/.element/img/3.0/mosaic/story_buttons_sprite.gif]
1643375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1643375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1643375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1643375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Host: i.cdn.turner.com
1643375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
1643375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept: image/png,image/*;q=0.8,*/*;q=0.5
1643375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Referer: http://i.cdn.turner.com/cnn/.element/css/3.0/mosaic.css
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:36:43 GMT
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Expires: Thu, 11 Feb 2010 08:58:54 GMT
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Last-Modified: Sat, 24 Oct 2009 19:50:12 GMT
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: max-age=3600
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Content-Type: image/gif
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Accept-Ranges: bytes
1643391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Server: Apache
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler - >> Request [http://i.cdn.turner.com/cnn/.element/img/3.0/global/red_bull.gif]
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Host: i.cdn.turner.com
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Accept: image/png,image/*;q=0.8,*/*;q=0.5
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Referer: http://i.cdn.turner.com/cnn/.element/css/3.0/common.css
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:36:43 GMT
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Expires: Thu, 11 Feb 2010 09:27:04 GMT
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Last-Modified: Fri, 23 Oct 2009 20:10:07 GMT
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: max-age=3600
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Content-Type: image/gif
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Accept-Ranges: bytes
1643969 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Server: Apache
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler - >> Request [http://i.cdn.turner.com/cnn/.element/img/3.0/global/buttons/small_image_changer_sprite.gif]
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                               Host: i.cdn.turner.com
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                               Accept: image/png,image/*;q=0.8,*/*;q=0.5
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                               Referer: http://i.cdn.turner.com/cnn/.element/css/3.0/mosaic.css
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:36:43 GMT
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                                Expires: Thu, 11 Feb 2010 08:41:01 GMT
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                                Last-Modified: Fri, 23 Oct 2009 20:10:26 GMT
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: max-age=3600
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                                Content-Type: image/gif
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                                Accept-Ranges: bytes
1643969 INFO  [pool-1-thread-8] org.fireinsight.proxy.ProxyHandler -                                Server: Apache
1644031 INFO  [pool-1-thread-4] org.fireinsight.proxy.ProxyHandler - >> Request [http://i.cdn.turner.com/cnn/2010/WORLD/americas/01/15/Olympic.preview/story.olympic.gi.jpg]
1644031 INFO  [pool-1-thread-4] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1644031 INFO  [pool-1-thread-4] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1644031 INFO  [pool-1-thread-4] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1644031 INFO  [pool-1-thread-4] org.fireinsight.proxy.ProxyHandler -                               Host: i.cdn.turner.com
